,font_size_5,uppercase,font_size_4,starts_with_number,line_id,left_indent_6,left_indent_3,font_name,includes_time,first_char,font_size,left_indent_1,agency,font_freq_2,font_freq_3,font_freq_0,font_freq_1,font_size_3,font_size_2,font_size_1,font_size_0,left_indent_4,font_size_6,meeting_date,text,left_indent_0,left_indent_2,left_inset,left_indent_5,line_class
113,0,0,0,0,sunnyvale_4-19-16_18,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Adopt Ordinance No. 3076-16.,0,0,180.0,0,item_heading
114,0,0,0,0,sunnyvale_4-19-16_19,0,0,"AAAAAA+Arial,Bold",0,1,16.449,0,sunnyvale,1,0,0,0,0,0,1,0,0,0,4-19-16,1.J 16-0401 Adopt Ordinance No. 3077-16 to Amend Chapter 9.86 of Title ,1,0,54.75,0,item_heading
115,0,0,0,1,sunnyvale_4-19-16_20,0,0,AAAAAC+Arial,0,9,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"9 (Public Peace, Safety or Welfare) and Various Sections of ",0,0,180.0,0,item_heading
116,0,0,0,0,sunnyvale_4-19-16_21,0,0,AAAAAC+Arial,0,T,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Title 19 (Zoning) of the Sunnyvale Municipal Code Relating to ,0,0,180.0,0,item_heading
117,0,0,0,0,sunnyvale_4-19-16_22,0,0,AAAAAC+Arial,0,a,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"an Express Prohibition on Medical Marijuana Cultivation, ",0,0,180.0,0,item_heading
118,0,0,0,0,sunnyvale_4-19-16_23,0,0,AAAAAC+Arial,0,C,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"Commercial Activity, Distribution and Delivery",0,0,180.0,0,item_heading
119,0,0,0,0,sunnyvale_4-19-16_24,0,0,"AAAAAD+Arial,BoldItalic",0,R,16.589,1,sunnyvale,0,1,0,0,0,0,0,1,0,0,4-19-16,Recommendation:,0,0,70.35,0,item_text
120,0,0,0,0,sunnyvale_4-19-16_25,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Adopt Ordinance No. 3077-16.,0,0,180.0,0,item_heading
121,0,0,0,0,sunnyvale_4-19-16_26,0,0,"AAAAAA+Arial,Bold",0,1,16.449,0,sunnyvale,1,0,0,0,0,0,1,0,0,0,4-19-16,1.K 16-0402 Adopt Ordinance No. 3078-16 to Amend Section 3.80.040 ,1,0,54.75,0,item_heading
122,0,0,0,0,sunnyvale_4-19-16_27,0,0,AAAAAC+Arial,0,(,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,(Minimum Wage) of Chapter 3.80 (Minimum Wage Ordinance) ,0,0,180.0,0,item_heading
123,0,0,0,0,sunnyvale_4-19-16_28,0,0,AAAAAC+Arial,0,t,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,to Title 3 (Revenue And Finance) of the Sunnyvale Municipal ,0,0,180.0,0,item_heading
124,0,0,0,0,sunnyvale_4-19-16_29,0,0,AAAAAC+Arial,0,C,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Code to Increase the City-Wide Minimum Wage,0,0,180.0,0,item_heading
125,0,0,0,0,sunnyvale_4-19-16_30,0,0,"AAAAAD+Arial,BoldItalic",0,R,16.589,1,sunnyvale,0,1,0,0,0,0,0,1,0,0,4-19-16,Recommendation:,0,0,70.35,0,item_text
126,0,0,0,0,sunnyvale_4-19-16_31,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Adopt Ordinance No. 3078-16.,0,0,180.0,0,item_heading
127,0,0,0,0,sunnyvale_4-19-16_32,0,0,"AAAAAA+Arial,Bold",0,1,16.449,0,sunnyvale,1,0,0,0,0,0,1,0,0,0,4-19-16,1.L 16-0403 Adopt Ordinance No. 3079-16 Amending Section 3.50.070 ,1,0,54.75,0,item_heading
128,0,0,0,0,sunnyvale_4-19-16_33,0,0,AAAAAC+Arial,0,(,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,(Fee Payment) of Chapter 3.50 (Transportation Impact Fee) of ,0,0,180.0,0,item_heading
129,0,0,0,0,sunnyvale_4-19-16_34,0,0,AAAAAC+Arial,0,T,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Title 3 (Revenue And Finance) and Section 19.75.020 ,0,0,180.0,0,item_heading
130,0,0,0,0,sunnyvale_4-19-16_35,0,0,AAAAAC+Arial,0,(,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,(General Applicability) of Chapter 19.75 (Housing Impact ,0,0,180.0,0,item_heading
131,0,0,0,0,sunnyvale_4-19-16_36,0,0,AAAAAC+Arial,0,F,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Fees) of Title 19 (Zoning),0,0,180.0,0,item_heading
132,0,0,0,0,sunnyvale_4-19-16_37,0,0,"AAAAAD+Arial,BoldItalic",0,R,16.589,1,sunnyvale,0,1,0,0,0,0,0,1,0,0,4-19-16,Recommendation:,0,0,70.35,0,item_text
133,0,0,0,0,sunnyvale_4-19-16_38,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Adopt Ordinance No. 3079-16.,0,0,180.0,0,item_heading
134,0,1,1,0,sunnyvale_4-19-16_0,0,0,"AAAAAA+Arial,Bold",0,P,15.892,0,sunnyvale,1,0,0,0,0,0,0,0,0,0,4-19-16,PUBLIC HEARINGS/GENERAL BUSINESS,1,0,54.75,0,section_heading
135,0,0,0,0,sunnyvale_4-19-16_1,0,0,"AAAAAB+Arial,Italic",0,I,16.074,0,sunnyvale,0,0,0,1,1,0,0,0,0,0,4-19-16,"If you wish to speak to a public hearings/general business item, please fill out a ",1,0,54.75,0,other_text
136,0,0,0,0,sunnyvale_4-19-16_2,0,0,"AAAAAB+Arial,Italic",0,s,16.074,0,sunnyvale,0,0,0,1,1,0,0,0,0,0,4-19-16,speaker card and give it to the City Clerk. You will be recognized at the time the ,1,0,54.75,0,other_text
137,0,0,0,0,sunnyvale_4-19-16_3,0,0,"AAAAAB+Arial,Italic",0,i,16.074,0,sunnyvale,0,0,0,1,1,0,0,0,0,0,4-19-16,item is being considered by Council. Each speaker is limited to a maximum of three ,1,0,54.75,0,other_text
138,0,0,0,0,sunnyvale_4-19-16_4,0,0,"AAAAAB+Arial,Italic",0,m,16.074,0,sunnyvale,0,0,0,1,1,0,0,0,0,0,4-19-16,"minutes. For land-use items, applicants are limited to a maximum of 10 minutes for ",1,0,54.75,0,other_text
139,0,0,0,0,sunnyvale_4-19-16_5,0,0,"AAAAAB+Arial,Italic",0,o,16.074,0,sunnyvale,0,0,0,1,1,0,0,0,0,0,4-19-16,opening comments and 5 minutes for closing comments.,1,0,54.75,0,other_text
140,0,0,0,1,sunnyvale_4-19-16_6,0,0,"AAAAAA+Arial,Bold",0,2,16.449,0,sunnyvale,1,0,0,0,0,0,1,0,0,0,4-19-16,2 16-0291 Conduct a Public Hearing and Adopt a Resolution confirming ,1,0,54.75,0,item_heading
141,0,0,0,0,sunnyvale_4-19-16_7,0,0,AAAAAC+Arial,0,t,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,the Downtown Sunnyvale Business Improvement District ,0,0,180.0,0,item_heading
142,0,0,0,0,sunnyvale_4-19-16_8,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Annual Report for FY 2016/17 and to Levy and Collect an ,0,0,180.0,0,item_heading
143,0,0,0,0,sunnyvale_4-19-16_9,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Annual Assessment for the Downtown Sunnyvale Business ,0,0,180.0,0,item_heading
144,0,0,0,0,sunnyvale_4-19-16_10,0,0,AAAAAC+Arial,0,I,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Improvement District,0,0,180.0,0,item_heading
145,0,0,0,0,sunnyvale_4-19-16_11,0,0,"AAAAAD+Arial,BoldItalic",0,R,16.589,1,sunnyvale,0,1,0,0,0,0,0,1,0,0,4-19-16,Recommendation:,0,0,70.35,0,item_text
146,0,0,0,0,sunnyvale_4-19-16_12,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Alternative 1: Adopt the Resolution confirming the Downtown ,0,0,180.0,0,item_heading
147,0,0,0,0,sunnyvale_4-19-16_13,0,0,AAAAAC+Arial,0,S,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Sunnyvale Business Improvement District Annual Report for ,0,0,180.0,0,item_heading
148,0,0,0,0,sunnyvale_4-19-16_14,0,0,AAAAAC+Arial,0,F,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,FY 2016/17 and to Levy and Collect an Annual Assessment ,0,0,180.0,0,item_heading
149,0,0,0,0,sunnyvale_4-19-16_15,0,0,AAAAAC+Arial,0,f,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,for the Downtown Sunnyvale Business Improvement District.,0,0,180.0,0,item_heading
150,0,0,0,1,sunnyvale_4-19-16_16,0,0,"AAAAAA+Arial,Bold",0,3,16.449,0,sunnyvale,1,0,0,0,0,0,1,0,0,0,4-19-16,3 16-0169 File #: 2015-8091,1,0,54.75,0,item_heading
151,0,0,0,0,sunnyvale_4-19-16_17,0,0,AAAAAC+Arial,0,L,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Location: 748-838 Dartshire Way and 747-837 Devonshire ,0,0,180.0,0,item_heading
152,0,0,0,0,sunnyvale_4-19-16_18,0,0,AAAAAC+Arial,0,W,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"Way (APNs 309-28-001, 309-28-002, 308-28-003, ",0,0,180.0,0,item_heading
153,0,0,0,0,sunnyvale_4-19-16_19,0,0,AAAAAC+Arial,0,3,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,309-28-036),0,0,180.0,0,item_heading
154,0,0,0,0,sunnyvale_4-19-16_20,0,0,AAAAAC+Arial,0,Z,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Zoning: R-0,0,0,180.0,0,item_heading
155,0,0,0,0,sunnyvale_4-19-16_21,0,0,AAAAAC+Arial,0,P,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Proposed Project: Introduction of Ordinance to Rezone 36 ,0,0,180.0,0,item_heading
156,0,0,0,0,sunnyvale_4-19-16_22,0,0,AAAAAC+Arial,0,c,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,contiguous single family home lots from R-0 (Low Density ,0,0,180.0,0,item_heading
157,0,0,0,0,sunnyvale_4-19-16_23,0,0,AAAAAC+Arial,0,R,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Residential) to R-0/S (Low Density Residential/Single-Story) ,0,0,180.0,0,item_heading
158,0,0,0,0,sunnyvale_4-19-16_24,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Applicant / Owner: Martin Griffiths,0,0,180.0,0,item_heading
159,0,0,0,0,sunnyvale_4-19-16_25,0,0,AAAAAC+Arial,0,E,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Environmental Review: The Ordinance being considered is ,0,0,180.0,0,item_heading
160,0,0,0,0,sunnyvale_4-19-16_26,0,0,AAAAAC+Arial,0,c,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,categorically exempt from review pursuant to CEQA ,0,0,180.0,0,item_heading
161,0,0,0,0,sunnyvale_4-19-16_27,0,0,AAAAAC+Arial,0,G,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Guidelines Section 15305 (minor alteration in land use) and ,0,0,180.0,0,item_heading
162,0,0,0,0,sunnyvale_4-19-16_28,0,0,AAAAAC+Arial,0,S,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Section 15061(b)(3) (not a project that may have a significant ,0,0,180.0,0,item_heading
163,0,0,0,0,sunnyvale_4-19-16_29,0,0,AAAAAC+Arial,0,e,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,effect on the environment).,0,0,180.0,0,item_heading
164,0,0,0,0,sunnyvale_4-19-16_30,0,0,"AAAAAD+Arial,BoldItalic",0,R,16.589,1,sunnyvale,0,1,0,0,0,0,0,1,0,0,4-19-16,Recommendation:,0,0,70.35,0,item_text
165,0,0,0,0,sunnyvale_4-19-16_31,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Alternative 1: Introduce an Ordinance to Rezone 36 ,0,0,180.0,0,item_heading
166,0,0,0,0,sunnyvale_4-19-16_32,0,0,AAAAAC+Arial,0,c,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,contiguous single family home lots from R-0 (Low Density ,0,0,180.0,0,item_heading
167,0,0,0,0,sunnyvale_4-19-16_33,0,0,AAAAAC+Arial,0,R,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Residential) to R-0/S (Low Density Residential/Single-Story).,0,0,180.0,0,item_heading
168,0,0,0,1,sunnyvale_4-19-16_0,0,0,"AAAAAA+Arial,Bold",0,4,16.449,0,sunnyvale,1,0,0,0,0,0,1,0,0,0,4-19-16,4 16-0358 File #: 2015-7275,1,0,54.75,0,item_heading
169,0,0,0,0,sunnyvale_4-19-16_1,0,0,AAAAAC+Arial,0,L,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Location: 1111 Lockheed Martin Way (APNs: 110-01-036 and ,0,0,180.0,0,item_heading
170,0,0,0,0,sunnyvale_4-19-16_2,0,0,AAAAAC+Arial,0,1,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,110-01-038),0,0,180.0,0,item_heading
171,0,0,0,0,sunnyvale_4-19-16_3,0,0,AAAAAC+Arial,0,P,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Proposed Project: Discussion and possible actions on related ,0,0,180.0,0,item_heading
172,0,0,0,0,sunnyvale_4-19-16_4,0,0,AAAAAC+Arial,0,a,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,applications for a 47.4 acre parcel at 1111 Lockheed Martin ,0,0,180.0,0,item_heading
173,0,0,0,0,sunnyvale_4-19-16_5,0,0,AAAAAC+Arial,0,W,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Way:,0,0,180.0,0,item_heading
174,0,0,0,0,sunnyvale_4-19-16_6,0,0,AAAAAC+Arial,1,S,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,SPECIFIC PLAN AMENDMENT for two parcels from Moffett ,0,0,180.0,0,item_heading
175,0,0,0,0,sunnyvale_4-19-16_7,0,0,AAAAAC+Arial,0,P,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Park General Industrial (MP-I) to Moffett Park Transit Oriented ,0,0,180.0,0,item_heading
176,0,0,0,0,sunnyvale_4-19-16_8,0,0,AAAAAC+Arial,0,D,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Development (MP-TOD) and associated text changes;,0,0,180.0,0,item_heading
177,0,0,0,0,sunnyvale_4-19-16_9,0,0,AAAAAC+Arial,0,R,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,REZONING Introduction of an Ordinance to Rezone two ,0,0,180.0,0,item_heading
178,0,0,0,0,sunnyvale_4-19-16_10,0,0,AAAAAC+Arial,0,p,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,parcels from MP-I (Moffett Park Industrial) to MP-TOD (Moffett ,0,0,180.0,0,item_heading
179,0,0,0,0,sunnyvale_4-19-16_11,0,0,AAAAAC+Arial,0,P,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Park Transit Oriented Development).,0,0,180.0,0,item_heading
180,0,0,0,0,sunnyvale_4-19-16_12,0,0,AAAAAC+Arial,0,E,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,ENVIRONMENTAL DOCUMENT: Subsequent Environmental ,0,0,180.0,0,item_heading
181,0,0,0,0,sunnyvale_4-19-16_13,0,0,AAAAAC+Arial,0,I,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Impact Report.,0,0,180.0,0,item_heading
182,0,0,0,0,sunnyvale_4-19-16_14,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Applicant / Owner: Jay Paul Company/ Lockheed Martin ,0,0,180.0,0,item_heading
183,0,0,0,0,sunnyvale_4-19-16_15,0,0,AAAAAC+Arial,0,C,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Corporation,0,0,180.0,0,item_heading
184,0,0,0,0,sunnyvale_4-19-16_16,0,0,"AAAAAD+Arial,BoldItalic",0,R,16.589,1,sunnyvale,0,1,0,0,0,0,0,1,0,0,4-19-16,Recommendation:,0,0,70.35,0,item_text
185,0,0,0,0,sunnyvale_4-19-16_17,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"Alternatives 1, 3 and 5: 1) Adopt a resolution certifying the ",0,0,180.0,0,item_heading
186,0,0,0,0,sunnyvale_4-19-16_18,0,0,AAAAAC+Arial,0,S,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Subsequent Environmental Impact Report adopting the ,0,0,180.0,0,item_heading
187,0,0,0,0,sunnyvale_4-19-16_19,0,0,AAAAAC+Arial,0,S,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"Statement of Overriding Considerations, and adopting the ",0,0,180.0,0,item_heading
188,0,0,0,0,sunnyvale_4-19-16_20,0,0,AAAAAC+Arial,0,M,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Mitigation Monitoring and Reporting Program as shown in ,0,0,180.0,0,item_heading
189,0,0,0,0,sunnyvale_4-19-16_21,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Attachment 6 and 7 to the report; 3) Adopt a resolution to ,0,0,180.0,0,item_heading
190,0,0,0,0,sunnyvale_4-19-16_22,0,0,AAAAAC+Arial,0,a,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,amend the MPSP to change the Land Use Designation from ,0,0,180.0,0,item_heading
191,0,0,0,0,sunnyvale_4-19-16_23,0,0,AAAAAC+Arial,0,M,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Moffett Park Industrial to MP-TOD for Lots 2 and 4 as ,0,0,180.0,0,item_heading
192,0,0,0,0,sunnyvale_4-19-16_24,0,0,AAAAAC+Arial,0,c,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,contained in the Findings in Attachment 2 to the report and ,0,0,180.0,0,item_heading
193,0,0,0,0,sunnyvale_4-19-16_25,0,0,AAAAAC+Arial,0,R,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"Resolution in Attachment 3 to the report, and 5) Introduce an ",0,0,180.0,0,item_heading
194,0,0,0,0,sunnyvale_4-19-16_26,0,0,AAAAAC+Arial,0,o,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,ordinance to Rezone Lots 2 and 4 within MPSP from MP-I to ,0,0,180.0,0,item_heading
195,0,0,0,0,sunnyvale_4-19-16_27,0,0,AAAAAC+Arial,0,M,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,MP-TOD as contained in the Findings in Attachment 2 and ,0,0,180.0,0,item_heading
196,0,0,0,0,sunnyvale_4-19-16_28,0,0,AAAAAC+Arial,0,D,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Draft Ordinance in Attachment 4 to the report.,0,0,180.0,0,item_heading
197,0,0,0,1,sunnyvale_4-19-16_0,0,0,"AAAAAA+Arial,Bold",0,5,16.449,0,sunnyvale,1,0,0,0,0,0,1,0,0,0,4-19-16,5 16-0383 Adopt two Resolutions: (1) Declaring Councilmember Seat ,1,0,54.75,0,item_heading
198,0,0,0,0,sunnyvale_4-19-16_1,0,0,AAAAAC+Arial,0,N,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Number 4 Vacant and (2) Calling a Special Municipal Election ,0,0,180.0,0,item_heading
199,0,0,0,0,sunnyvale_4-19-16_2,0,0,AAAAAC+Arial,0,t,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"to be held on Tuesday, August 16, 2016 for the Purpose of ",0,0,180.0,0,item_heading
200,0,0,0,0,sunnyvale_4-19-16_3,0,0,AAAAAC+Arial,0,F,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Filling the Vacancy in Councilmember Seat Number 4 for the ,0,0,180.0,0,item_heading
201,0,0,0,0,sunnyvale_4-19-16_4,0,0,AAAAAC+Arial,0,U,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"Unexpired Term, Requesting Election Services from the Santa ",0,0,180.0,0,item_heading
202,0,0,0,0,sunnyvale_4-19-16_5,0,0,AAAAAC+Arial,0,C,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"Clara County Registrar of Voters, Providing Regulations for ",0,0,180.0,0,item_heading
203,0,0,0,0,sunnyvale_4-19-16_6,0,0,AAAAAC+Arial,0,C,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Candidates' Statements and Determining to Levy Costs of ,0,0,180.0,0,item_heading
204,0,0,0,0,sunnyvale_4-19-16_7,0,0,AAAAAC+Arial,0,C,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Candidates' Statements,0,0,180.0,0,item_heading
205,0,0,0,0,sunnyvale_4-19-16_8,0,0,"AAAAAD+Arial,BoldItalic",0,R,16.589,1,sunnyvale,0,1,0,0,0,0,0,1,0,0,4-19-16,Recommendation:,0,0,70.35,0,item_text
206,0,0,0,0,sunnyvale_4-19-16_9,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Alternative 1: Adopt two Resolutions: (1) Declaring ,0,0,180.0,0,item_heading
207,0,0,0,0,sunnyvale_4-19-16_10,0,0,AAAAAC+Arial,0,C,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Councilmember Seat Number 4 Vacant and (2) Calling a ,0,0,180.0,0,item_heading
208,0,0,0,0,sunnyvale_4-19-16_11,0,0,AAAAAC+Arial,0,S,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"Special Municipal Election to be held on Tuesday, August 16, ",0,0,180.0,0,item_heading
209,0,0,0,1,sunnyvale_4-19-16_12,0,0,AAAAAC+Arial,0,2,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,2016 for the Purpose of Filling the Vacancy in Councilmember ,0,0,180.0,0,item_heading
210,0,0,0,0,sunnyvale_4-19-16_13,0,0,AAAAAC+Arial,0,S,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"Seat Number 4 for the Unexpired Term, Requesting Election ",0,0,180.0,0,item_heading
211,0,0,0,0,sunnyvale_4-19-16_14,0,0,AAAAAC+Arial,0,S,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,"Services from the Santa Clara County Registrar of Voters, ",0,0,180.0,0,item_heading
212,0,0,0,0,sunnyvale_4-19-16_15,0,0,AAAAAC+Arial,0,P,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Providing Regulations for Candidates' Statements and ,0,0,180.0,0,item_heading
213,0,0,0,0,sunnyvale_4-19-16_16,0,0,AAAAAC+Arial,0,D,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Determining to Levy Costs of Candidates' Statements,0,0,180.0,0,item_heading
214,0,0,0,1,sunnyvale_4-19-16_17,0,0,"AAAAAA+Arial,Bold",0,6,16.449,0,sunnyvale,1,0,0,0,0,0,1,0,0,0,4-19-16,6 16-0243 Steps to Achieving a Silver Level Designation in the League of ,1,0,54.75,0,item_heading
215,0,0,0,0,sunnyvale_4-19-16_18,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,American Bicyclists - Bicycle Friendly Communities (Study ,0,0,180.0,0,item_heading
216,0,0,0,0,sunnyvale_4-19-16_19,0,0,AAAAAC+Arial,0,I,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Issue),0,0,180.0,0,item_heading
217,0,0,0,0,sunnyvale_4-19-16_20,0,0,"AAAAAD+Arial,BoldItalic",0,R,16.589,1,sunnyvale,0,1,0,0,0,0,0,1,0,0,4-19-16,Recommendation:,0,0,70.35,0,item_text
218,0,0,0,0,sunnyvale_4-19-16_21,0,0,AAAAAC+Arial,0,A,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Alternative 1: Apply to be considered as a Silver Level Bicycle ,0,0,180.0,0,item_heading
219,0,0,0,0,sunnyvale_4-19-16_22,0,0,AAAAAC+Arial,0,F,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Friendly Community.,0,0,180.0,0,item_heading
220,0,0,0,1,sunnyvale_4-19-16_23,0,0,"AAAAAA+Arial,Bold",0,7,16.449,0,sunnyvale,1,0,0,0,0,0,1,0,0,0,4-19-16,7 16-0106 Introduce an Ordinance to Amend Title 19 (Zoning) of the ,1,0,54.75,0,item_heading
221,0,0,0,0,sunnyvale_4-19-16_24,0,0,AAAAAC+Arial,0,S,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Sunnyvale Municipal Code (SMC) and Update the ,0,0,180.0,0,item_heading
222,0,0,0,0,sunnyvale_4-19-16_25,0,0,AAAAAC+Arial,0,W,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Water-Efficient Landscaping Regulations per California ,0,0,180.0,0,item_heading
223,0,0,0,0,sunnyvale_4-19-16_26,0,0,AAAAAC+Arial,0,G,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Governor's Executive Order B-29-15 and make a Finding that ,0,0,180.0,0,item_heading
224,0,0,0,0,sunnyvale_4-19-16_27,0,0,AAAAAC+Arial,0,t,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,the Project is Exempt from the Requirements of the California ,0,0,180.0,0,item_heading
225,0,0,0,0,sunnyvale_4-19-16_28,0,0,AAAAAC+Arial,0,E,16.172,0,sunnyvale,0,0,1,0,0,1,0,0,1,0,4-19-16,Environmental Quality Act (CEQA) Pursuant to CEQA ,0,0,180.0,0,item_heading
